date,dc_power,air_temp,azimuth,cloud_opacity,dhi,dni,ghi,zenith
2024-04-26 03:00:00,0,4,-53,25.3,0,0,0,103
2024-04-26 04:00:00,0,4,-65,27.2,0,0,0,94
2024-04-26 05:00:00,0,4,-76,44.5,32,0,32,85
2024-04-26 06:00:00,0,5,-87,60.5,88,0,88,75
2024-04-26 07:00:00,0.2,6,-98,34,237,71,268,64
2024-04-26 08:00:00,1,8,-111,38.3,337,31,355,55
2024-04-26 09:00:00,2.6,9,-126,0,97,883,715,46
2024-04-26 10:00:00,3.2,11,-145,0,107,898,811,38
2024-04-26 11:00:00,7.5,12,-169,41.4,504,0,504,34
2024-04-26 12:00:00,10,12,165,22,380,348,667,35
2024-04-26 13:00:00,5.7,13,142,0,116,879,799,39
2024-04-26 14:00:00,7.6,14,124,0,111,848,694,47
2024-04-26 15:00:00,9.9,14,109,0,99,796,549,56
2024-04-26 16:00:00,5.3,13,97,0.5,87,695,375,66
2024-04-26 17:00:00,4.9,13,85,16.6,103,247,164,76
2024-04-26 18:00:00,6.7,11,75,29.2,29,0,29,86
2024-04-26 19:00:00,2.3,10,64,34,0,0,0,95
2024-04-26 20:00:00,0.2,9,52,20.4,0,0,0,104
2024-04-26 21:00:00,0,8,38,0,0,0,0,111
2024-04-26 22:00:00,0,8,23,0,0,0,0,116
2024-04-26 23:00:00,0,7,7,0,0,0,0,119
2024-04-27 00:00:00,0,6,-9,0,0,0,0,119
2024-04-27 01:00:00,0,6,-25,0,0,0,0,116
2024-04-27 02:00:00,0,6,-40,0,0,0,0,110
2024-04-27 03:00:00,0,5,-53,0,0,0,0,103
2024-04-27 04:00:00,0,5,-65,0,0,0,0,94
2024-04-27 05:00:00,0,5,-76,14.5,39,159,55,84
2024-04-27 06:00:00,0,6,-87,0,54,658,232,74
2024-04-27 07:00:00,0.3,9,-98,0,67,799,416,64
2024-04-27 08:00:00,0.6,12,-110,0,75,878,588,54
2024-04-27 09:00:00,0.9,14,-126,0,79,924,729,45
2024-04-27 10:00:00,5.8,16,-145,0,81,950,829,38
2024-04-27 11:00:00,8.5,18,-169,0,86,955,878,34
2024-04-27 12:00:00,10,19,165,0,90,950,875,34
2024-04-27 13:00:00,10,19,142,0,91,932,817,39
2024-04-27 14:00:00,10,19,123,0,92,894,710,46
2024-04-27 15:00:00,10,19,109,0,87,839,562,55
2024-04-27 16:00:00,10,18,96,34,229,64,256,65
2024-04-27 17:00:00,9.4,17,85,9.5,88,383,184,76
2024-04-27 18:00:00,2.6,16,74,22.3,34,0,34,86
2024-04-27 19:00:00,1.4,13,63,39.6,0,0,0,95
2024-04-27 20:00:00,0.4,12,51,16.5,0,0,0,104
2024-04-27 21:00:00,0,11,38,46.2,0,0,0,111
2024-04-27 22:00:00,0,12,23,47.2,0,0,0,116
2024-04-27 23:00:00,0,11,7,75.7,0,0,0,119
2024-04-28 00:00:00,0,11,-9,50.9,0,0,0,118
2024-04-28 01:00:00,0,11,-25,78.2,0,0,0,115
2024-04-28 02:00:00,0,10,-40,80.9,0,0,0,110
2024-04-28 03:00:00,0,9,-53,80,0,0,0,102
2024-04-28 04:00:00,0,9,-65,83.6,0,0,0,94
2024-04-28 05:00:00,0,10,-76,58.1,24,0,24,84
2024-04-28 06:00:00,0,11,-87,69.9,66,0,66,74
2024-04-28 07:00:00,0.1,12,-98,60,159,0,159,64
2024-04-28 08:00:00,0.6,14,-110,41.9,328,0,328,54
2024-04-28 09:00:00,2.1,15,-125,32.3,393,115,474,45
2024-04-28 10:00:00,2.5,15,-145,40.7,475,0,475,38
2024-04-28 11:00:00,6.1,16,-169,26.1,429,236,625,34
2024-04-28 12:00:00,7.1,16,165,16.7,342,430,699,34
2024-04-28 13:00:00,10,16,142,62.1,295,0,295,39
2024-04-28 14:00:00,9.5,15,123,57.6,285,0,285,46
2024-04-28 15:00:00,3.7,14,108,72.3,147,0,147,55
2024-04-28 16:00:00,2.5,14,96,71.2,105,0,105,65
2024-04-28 17:00:00,2.8,13,85,29.8,131,8,133,75
2024-04-28 18:00:00,2.4,12,74,30.9,28,0,28,85
2024-04-28 19:00:00,0.7,11,63,47,0,0,0,95
2024-04-28 20:00:00,0.1,10,51,31.9,0,0,0,103
2024-04-28 21:00:00,0,10,38,12.6,0,0,0,110
2024-04-28 22:00:00,0,8,23,17.5,0,0,0,116
2024-04-28 23:00:00,0,8,7,20.4,0,0,0,118
2024-04-29 00:00:00,0,8,-9,21.3,0,0,0,118
2024-04-29 01:00:00,0,8,-25,37.4,0,0,0,115
2024-04-29 02:00:00,0,8,-40,14.6,0,0,0,109
2024-04-29 03:00:00,0,7,-53,62.5,0,0,0,102
2024-04-29 04:00:00,0,7,-65,46.7,0,0,0,93
2024-04-29 05:00:00,0,7,-76,53.2,24,0,24,84
2024-04-29 06:00:00,0,8,-86,41.1,118,0,118,74
2024-04-29 07:00:00,0.4,9,-97,54.6,170,0,170,64
2024-04-29 08:00:00,1.2,11,-110,32.1,347,34,367,54
2024-04-29 09:00:00,1.8,13,-125,0,154,752,688,45
2024-04-29 10:00:00,7.7,14,-144,0,143,823,797,37
2024-04-29 11:00:00,8.2,16,-169,0,158,818,842,33
2024-04-29 12:00:00,9.8,18,165,0,168,799,833,34
2024-04-29 13:00:00,10,19,141,0,172,766,774,38
2024-04-29 14:00:00,9.8,19,123,25.2,374,180,500,46
2024-04-29 15:00:00,10,20,108,0,148,656,524,55
2024-04-29 16:00:00,4.4,20,96,7.7,161,394,328,65
2024-04-29 17:00:00,4.7,19,85,0.6,87,359,180,75
2024-04-29 18:00:00,3.4,17,74,21.3,30,0,30,85
2024-04-29 19:00:00,1.1,15,63,71.7,0,0,0,95
2024-04-29 20:00:00,0.2,14,51,54.2,0,0,0,103
2024-04-29 21:00:00,0,13,38,54.2,0,0,0,110
2024-04-29 22:00:00,0,13,23,42.1,0,0,0,115
2024-04-29 23:00:00,0,11,7,19.4,0,0,0,118
2024-04-30 00:00:00,0,10,-9,18.5,0,0,0,118
2024-04-30 01:00:00,0,9,-25,24.1,0,0,0,115
2024-04-30 02:00:00,0,8,-40,26,0,0,0,109
2024-04-30 03:00:00,0,7,-53,0,0,0,0,102
2024-04-30 04:00:00,0,7,-64,0,0,0,0,93
2024-04-30 05:00:00,0,7,-75,0,39,205,62,84
2024-04-30 06:00:00,0,10,-86,0,82,498,223,74
2024-04-30 07:00:00,0.3,13,-97,0,109,657,403,63
2024-04-30 08:00:00,0.6,16,-110,0,128,744,571,53
2024-04-30 09:00:00,1.2,18,-125,0,128,822,715,44
2024-04-30 10:00:00,5.5,20,-144,0,120,878,820,37
2024-04-30 11:00:00,8.2,22,-169,0,130,875,864,33
2024-04-30 12:00:00,9,23,165,0,148,843,853,33
2024-04-30 13:00:00,10,24,141,0,163,793,788,38
2024-04-30 14:00:00,10,24,122,58.4,282,0,282,46
2024-04-30 15:00:00,10,24,108,14,251,363,460,55
2024-04-30 16:00:00,3.9,23,95,1.1,127,554,363,65
2024-04-30 17:00:00,5,22,84,50,96,0,96,75
2024-04-30 18:00:00,1.6,21,74,42.8,25,0,25,85
2024-04-30 19:00:00,0.8,19,63,41.9,0,0,0,94
2024-04-30 20:00:00,0.3,15,51,15.7,0,0,0,103
2024-04-30 21:00:00,0,13,38,81.5,0,0,0,110
2024-04-30 22:00:00,0,12,23,80.6,0,0,0,115
2024-04-30 23:00:00,0,11,7,84.3,0,0,0,118
2024-05-01 00:00:00,0,11,-9,81.5,0,0,0,117
2024-05-01 01:00:00,0,10,-25,25,0,0,0,114
2024-05-01 02:00:00,0,9,-40,14.8,0,0,0,109
2024-05-01 03:00:00,0,8,-53,17.6,0,0,0,102
2024-05-01 04:00:00,0,8,-64,18.5,0,0,0,93
2024-05-01 05:00:00,0,9,-75,11.1,49,75,57,83
2024-05-01 06:00:00,0,11,-86,28.4,152,29,161,73
2024-05-01 07:00:00,0.3,14,-97,77.1,93,0,93,63
2024-05-01 08:00:00,0.9,17,-110,49.9,287,0,287,53
2024-05-01 09:00:00,2.2,20,-125,68.2,227,0,227,44
2024-05-01 10:00:00,4,22,-144,18.3,348,403,670,37
2024-05-01 11:00:00,2.3,23,-169,32.4,484,121,585,33
2024-05-01 12:00:00,9,24,165,34.9,494,78,559,33
2024-05-01 13:00:00,4.6,25,141,18.5,346,387,652,38
2024-05-01 14:00:00,4.3,24,122,25.3,363,215,514,45
2024-05-01 15:00:00,4.5,24,107,36.3,344,0,344,55
2024-05-01 16:00:00,4.6,23,95,57.2,156,0,156,65
2024-05-01 17:00:00,3.7,21,84,44.2,104,0,104,75
2024-05-01 18:00:00,1.6,19,74,18.5,36,0,36,85
2024-05-01 19:00:00,0.5,18,62,49.1,0,0,0,94
2024-05-01 20:00:00,0.2,17,51,81.4,0,0,0,103
2024-05-01 21:00:00,0,15,37,19.4,0,0,0,110
2024-05-01 22:00:00,0,14,23,27.8,0,0,0,115
2024-05-01 23:00:00,0,13,7,41.7,0,0,0,117
2024-05-02 00:00:00,0,13,-9,50.9,0,0,0,117
2024-05-02 01:00:00,0,12,-25,47.9,0,0,0,114
2024-05-02 02:00:00,0,12,-40,37.8,0,0,0,109
2024-05-02 03:00:00,0,11,-52,34.1,0,0,0,101
2024-05-02 04:00:00,0,11,-64,52.5,0,0,0,93
2024-05-02 05:00:00,0,12,-75,74.7,17,0,17,83
2024-05-02 06:00:00,0,13,-86,72.9,61,0,61,73
2024-05-02 07:00:00,0.1,14,-97,37.6,252,0,252,63
2024-05-02 08:00:00,0.9,15,-109,11.1,206,501,508,53
2024-05-02 09:00:00,1.9,16,-124,3.9,162,722,682,44
2024-05-02 10:00:00,3.4,16,-144,37.1,471,48,510,37
2024-05-02 11:00:00,4.2,16,-169,1.5,160,806,841,32
2024-05-02 12:00:00,5,16,164,77.4,190,0,190,33
2024-05-02 13:00:00,5.6,14,141,80.8,150,0,150,38
2024-05-02 14:00:00,0.8,13,122,74.4,174,0,174,45
2024-05-02 15:00:00,1.4,12,107,66.7,181,0,181,54
2024-05-02 16:00:00,2.5,12,95,75.9,91,0,91,64
2024-05-02 17:00:00,2.1,12,84,63.2,75,0,75,75
2024-05-02 18:00:00,2.1,11,73,31.4,35,0,35,84
2024-05-02 19:00:00,0.6,10,62,54.4,0,0,0,94
2024-05-02 20:00:00,0.1,10,50,66.4,0,0,0,102
2024-05-02 21:00:00,0,10,37,70.1,0,0,0,109
2024-05-02 22:00:00,0,9,23,50.7,0,0,0,114
2024-05-02 23:00:00,0,9,7,39.7,0,0,0,117
2024-05-03 00:00:00,0,9,-9,33.2,0,0,0,117
2024-05-03 01:00:00,0,9,-25,48.6,0,0,0,114
2024-05-03 02:00:00,0,9,-39,41.3,0,0,0,108
2024-05-03 03:00:00,0,9,-52,50.5,0,0,0,101
2024-05-03 04:00:00,0,9,-64,41.3,0,0,0,92
2024-05-03 05:00:00,0,9,-75,74.5,21,0,21,83
2024-05-03 06:00:00,0,9,-86,84.9,38,0,38,73
2024-05-03 07:00:00,0.1,9,-97,77.2,98,0,98,63
2024-05-03 08:00:00,0.6,10,-109,72.7,163,0,163,53
2024-05-03 09:00:00,1,10,-124,54.1,336,0,336,44
2024-05-03 10:00:00,1.1,11,-144,62.5,310,0,310,36
2024-05-03 11:00:00,4.4,11,-169,66.7,292,0,292,32
2024-05-03 12:00:00,2.1,11,164,75.4,214,0,214,32
2024-05-03 13:00:00,2.9,12,140,72.1,227,0,227,37
2024-05-03 14:00:00,5.4,12,122,80.4,139,0,139,45
2024-05-03 15:00:00,3.7,12,107,73.1,152,0,152,54
2024-05-03 16:00:00,1.6,12,95,69.6,120,0,120,64
2024-05-03 17:00:00,1.6,12,84,60.1,87,0,87,74
2024-05-03 18:00:00,0.5,11,73,38.6,36,0,36,84
2024-05-03 19:00:00,0.4,9,62,52.3,0,0,0,94
2024-05-03 20:00:00,0.1,9,50,70.8,0,0,0,102
2024-05-03 21:00:00,0,9,37,56.9,0,0,0,109
2024-05-03 22:00:00,0,9,23,47.7,0,0,0,114
2024-05-03 23:00:00,0,8,7,29.4,0,0,0,117
2024-05-04 00:00:00,0,7,-9,8.6,0,0,0,117
2024-05-04 01:00:00,0,7,-25,21.3,0,0,0,114
2024-05-04 02:00:00,0,7,-39,38.4,0,0,0,108
2024-05-04 03:00:00,0,7,-52,23,0,0,0,101
2024-05-04 04:00:00,0,7,-64,23.9,0,0,0,92
2024-05-04 05:00:00,0,7,-75,42,48,0,48,83
2024-05-04 06:00:00,0,8,-85,30.7,155,57,172,73
2024-05-04 07:00:00,0.3,10,-96,48.8,220,0,220,62
2024-05-04 08:00:00,1.1,11,-109,20.8,266,340,474,53
2024-05-04 09:00:00,2.4,12,-124,16.3,274,473,618,43
2024-05-04 10:00:00,3.7,14,-144,7.9,202,700,769,36
2024-05-04 11:00:00,3.7,15,-168,16.5,311,501,736,32
2024-05-04 12:00:00,7.6,16,164,0,86,933,876,32
2024-05-04 13:00:00,6.4,16,140,0,84,920,819,37
2024-05-04 14:00:00,10,17,121,0,81,894,716,45
2024-05-04 15:00:00,10,18,107,1.5,90,806,564,54
2024-05-04 16:00:00,10,17,94,25.2,204,220,301,64
2024-05-04 17:00:00,9.4,17,83,12.4,98,356,195,74
2024-05-04 18:00:00,2.1,16,73,25.7,46,0,46,84
2024-05-04 19:00:00,2.9,15,62,52.1,0,0,0,93
2024-05-04 20:00:00,0.4,14,50,70.6,0,0,0,102
2024-05-04 21:00:00,0,13,37,46.6,0,0,0,109
2024-05-04 22:00:00,0,11,22,30.2,0,0,0,114
2024-05-04 23:00:00,0,11,7,52.1,0,0,0,116
2024-05-05 00:00:00,0,11,-9,49.3,0,0,0,116
2024-05-05 01:00:00,0,11,-25,59.2,0,0,0,113
2024-05-05 02:00:00,0,11,-39,49.1,0,0,0,108
2024-05-05 03:00:00,0,11,-52,42.7,0,0,0,101
2024-05-05 04:00:00,0,11,-64,44.5,0,0,0,92
2024-05-05 05:00:00,0,11,-74,63.9,30,0,30,82
2024-05-05 06:00:00,0,11,-85,78.6,53,0,53,72
2024-05-05 07:00:00,0.3,12,-96,51.1,208,0,208,62
2024-05-05 08:00:00,0.9,12,-109,58.3,246,0,246,52
2024-05-05 09:00:00,2.4,14,-124,44.3,404,0,404,43
2024-05-05 10:00:00,1.8,16,-143,55.1,371,0,371,36
2024-05-05 11:00:00,2.1,17,-168,47.9,456,0,456,32
2024-05-05 12:00:00,3.7,19,164,17.7,335,448,715,32
2024-05-05 13:00:00,8.4,19,140,26.7,393,252,596,37
2024-05-05 14:00:00,10,20,121,14.3,247,507,609,45
2024-05-05 15:00:00,10,19,106,5.9,138,674,536,54
2024-05-05 16:00:00,10,19,94,8.4,126,549,368,64
2024-05-05 17:00:00,4.8,18,83,49.3,114,0,114,74
2024-05-05 18:00:00,4.3,17,73,29.2,45,0,45,84
2024-05-05 19:00:00,2.6,16,62,81.7,0,0,0,93
2024-05-05 20:00:00,0.3,16,50,81.7,0,0,0,102
2024-05-05 21:00:00,0,15,37,78.9,0,0,0,109
2024-05-05 22:00:00,0,14,22,84.5,0,0,0,114
2024-05-05 23:00:00,0,14,7,72.3,0,0,0,116
2024-05-06 00:00:00,0,13,-9,44.5,0,0,0,116
2024-05-06 01:00:00,0,12,-25,54.4,0,0,0,113
2024-05-06 02:00:00,0,12,-39,40.7,0,0,0,108
2024-05-06 03:00:00,0,12,-52,45.2,0,0,0,100
2024-05-06 04:00:00,0,12,-63,40.7,0,0,0,92
2024-05-06 05:00:00,0,12,-74,63,31,0,31,82
2024-05-06 06:00:00,0,13,-85,78.6,52,0,52,72
2024-05-06 07:00:00,0.2,14,-96,61.1,161,0,161,62
2024-05-06 08:00:00,0.5,15,-108,72.6,158,0,158,52
2024-05-06 09:00:00,1.1,15,-124,76.3,167,0,167,43
2024-05-06 10:00:00,1.9,15,-143,88.1,95,0,95,35
2024-05-06 11:00:00,1.3,13,-168,89.1,92,0,92,31
2024-05-06 12:00:00,0.6,13,164,82.7,146,0,146,32
2024-05-06 13:00:00,1.2,13,139,79.3,163,0,163,37
2024-05-06 14:00:00,0.8,13,121,71.5,197,0,197,44
2024-05-06 15:00:00,2.5,13,106,79,116,0,116,54
2024-05-06 16:00:00,1.9,13,94,50.3,192,0,192,64
2024-05-06 17:00:00,1.5,13,83,31.8,145,0,145,74
2024-05-06 18:00:00,2.1,12,72,30,42,0,42,84
2024-05-06 19:00:00,1.5,13,61,38.9,0,0,0,93
2024-05-06 20:00:00,0.2,12,50,48.9,0,0,0,101
2024-05-06 21:00:00,0,12,37,45.2,0,0,0,108
2024-05-06 22:00:00,0,12,22,53.4,0,0,0,113
2024-05-06 23:00:00,0,11,7,54.4,0,0,0,116
2024-05-07 00:00:00,0,11,-9,65.5,0,0,0,116
2024-05-07 01:00:00,0,11,-25,64.3,0,0,0,113
2024-05-07 02:00:00,0,10,-39,70,0,0,0,107
2024-05-07 03:00:00,0,10,-52,59.7,0,0,0,100
2024-05-07 04:00:00,0,10,-63,58.7,0,0,0,91
2024-05-07 05:00:00,0,10,-74,55.5,38,0,38,82
2024-05-07 06:00:00,0,10,-85,76,60,0,60,72
2024-05-07 07:00:00,0.2,10,-96,89.6,44,0,44,62
2024-05-07 08:00:00,0.3,10,-108,76.8,136,0,136,52
2024-05-07 09:00:00,0.4,10,-123,85.4,106,0,106,43
2024-05-07 10:00:00,1.2,10,-143,67.8,263,0,263,35
2024-05-07 11:00:00,0.8,11,-168,69.6,263,0,263,31
2024-05-07 12:00:00,1.7,11,164,69.1,267,0,267,31
2024-05-07 13:00:00,1.4,11,139,65.6,277,0,277,36
2024-05-07 14:00:00,3.4,11,120,67.8,226,0,226,44
2024-05-07 15:00:00,4.2,11,106,71.2,162,0,162,53
2024-05-07 16:00:00,2.7,11,94,70.6,116,0,116,63
2024-05-07 17:00:00,2,11,83,73.6,58,0,58,74
2024-05-07 18:00:00,1,10,72,23.8,49,0,49,84
2024-05-07 19:00:00,0.2,10,61,55,0,0,0,93
2024-05-07 20:00:00,0,10,50,56.9,0,0,0,101
2024-05-07 21:00:00,0,10,37,55,0,0,0,108
2024-05-07 22:00:00,0,10,22,51.4,0,0,0,113
2024-05-07 23:00:00,0,10,7,50.5,0,0,0,116
2024-05-08 00:00:00,0,9,-9,38.7,0,0,0,115
2024-05-08 01:00:00,0,9,-25,32.4,0,0,0,112
2024-05-08 02:00:00,0,9,-39,32.4,0,0,0,107
2024-05-08 03:00:00,0,10,-52,28.9,0,0,0,100
2024-05-08 04:00:00,0,9,-63,50.2,0,0,0,91
2024-05-08 05:00:00,0,9,-74,50,46,0,46,82
2024-05-08 06:00:00,0,10,-85,71.7,72,0,72,72
2024-05-08 07:00:00,0,10,-96,73.8,113,0,113,62
2024-05-08 08:00:00,0.7,11,-108,71.5,170,0,170,52
2024-05-08 09:00:00,0.9,11,-123,72.7,200,0,200,42
2024-05-08 10:00:00,1.1,12,-143,49.5,421,0,421,35
2024-05-08 11:00:00,1.3,13,-168,12.2,281,574,775,31
2024-05-08 12:00:00,4.2,14,164,21.7,386,352,687,31
2024-05-08 13:00:00,10,15,139,45.9,443,0,443,36
2024-05-08 14:00:00,10,15,120,20.9,322,339,567,44
2024-05-08 15:00:00,10,15,106,78.9,121,0,121,53
2024-05-08 16:00:00,3,14,94,76.1,97,0,97,63
2024-05-08 17:00:00,0.7,13,83,54.3,104,0,104,73
2024-05-08 18:00:00,0.3,12,72,28.9,50,0,50,83
2024-05-08 19:00:00,0.2,11,61,22.9,0,0,0,93
2024-05-08 20:00:00,0.1,11,49,29.8,0,0,0,101
2024-05-08 21:00:00,0,11,36,28.1,0,0,0,108
2024-05-08 22:00:00,0,10,22,20.4,0,0,0,113
2024-05-08 23:00:00,0,10,7,0,0,0,0,115
2024-05-09 00:00:00,0,9,-9,0,0,0,0,115
2024-05-09 01:00:00,0,9,-25,18.7,0,0,0,112
2024-05-09 02:00:00,0,9,-39,44.6,0,0,0,107
2024-05-09 03:00:00,0,9,-51,41,0,0,0,100
2024-05-09 04:00:00,0,9,-63,14.6,0,0,0,91
2024-05-09 05:00:00,0,9,-74,46.2,51,0,51,82
2024-05-09 06:00:00,0,10,-84,59.1,106,0,106,72
2024-05-09 07:00:00,0.3,11,-95,57.9,184,0,184,61
2024-05-09 08:00:00,1,12,-108,22.5,291,283,468,51
2024-05-09 09:00:00,0.8,13,-123,30.4,392,169,517,42
2024-05-09 10:00:00,4.1,14,-143,38.4,474,52,517,35
2024-05-09 11:00:00,4.1,15,-168,35.5,485,102,573,30
2024-05-09 12:00:00,4,16,163,28.8,437,225,630,31
2024-05-09 13:00:00,3.6,16,139,25.3,384,291,620,36
2024-05-09 14:00:00,5.3,17,120,46.5,389,0,389,44
2024-05-09 15:00:00,3.4,17,105,5,137,699,557,53
2024-05-09 16:00:00,3.7,17,93,11.2,152,483,371,63
2024-05-09 17:00:00,6.8,16,82,31.6,149,49,164,73
2024-05-09 18:00:00,2.7,15,72,27.1,56,0,56,83
2024-05-09 19:00:00,3.4,14,61,16.2,0,0,0,92
2024-05-09 20:00:00,0.3,12,49,0,0,0,0,101
2024-05-09 21:00:00,0,11,36,0,0,0,0,108
2024-05-09 22:00:00,0,10,22,0,0,0,0,113
2024-05-09 23:00:00,0,9,7,0,0,0,0,115
2024-05-10 00:00:00,0,9,-9,12.1,0,0,0,115
2024-05-10 01:00:00,0,9,-25,0,0,0,0,112
2024-05-10 02:00:00,0,8,-39,0,0,0,0,107
2024-05-10 03:00:00,0,8,-51,0,0,0,0,99
2024-05-10 04:00:00,0,7,-63,0,0,0,0,91
2024-05-10 05:00:00,0,8,-74,0,40,447,107,81
2024-05-10 06:00:00,0,10,-84,0,63,674,279,71
2024-05-10 07:00:00,0.3,12,-95,0,78,790,459,61
2024-05-10 08:00:00,0.5,14,-108,0,86,861,625,51
2024-05-10 09:00:00,1,16,-123,0,90,904,761,42
2024-05-10 10:00:00,5.8,17,-142,0,93,926,857,34
2024-05-10 11:00:00,8.4,19,-168,0,95,936,905,30
2024-05-10 12:00:00,10,20,163,0,95,936,900,31
2024-05-10 13:00:00,10,20,139,0,93,924,845,36
2024-05-10 14:00:00,10,21,120,0,89,899,742,43
2024-05-10 15:00:00,10,21,105,0,82,857,600,53
2024-05-10 16:00:00,10,21,93,0,73,785,430,63
2024-05-10 17:00:00,8.7,20,82,0,58,658,250,73
2024-05-10 18:00:00,6.5,18,72,0,34,406,84,83
2024-05-10 19:00:00,2.6,16,61,0,0,0,0,92
2024-05-10 20:00:00,0.4,14,49,0,0,0,0,101
2024-05-10 21:00:00,0,13,36,0,0,0,0,107
2024-05-10 22:00:00,0,12,22,0,0,0,0,112
2024-05-10 23:00:00,0,10,6,0,0,0,0,115
2024-05-11 00:00:00,0,9,-9,13.8,0,0,0,115
2024-05-11 01:00:00,0,9,-24,15.5,0,0,0,112
2024-05-11 02:00:00,0,9,-38,10.8,0,0,0,106
2024-05-11 03:00:00,0,8,-51,0,0,0,0,99
2024-05-11 04:00:00,0,8,-63,0,0,0,0,91
2024-05-11 05:00:00,0,8,-73,0,40,472,112,81
2024-05-11 06:00:00,0,11,-84,0,63,688,285,71
2024-05-11 07:00:00,0.3,14,-95,0,78,799,465,61
2024-05-11 08:00:00,0.6,16,-107,0,87,865,631,51
2024-05-11 09:00:00,0.9,18,-122,0,93,904,768,42
2024-05-11 10:00:00,5.8,19,-142,0,97,926,863,34
2024-05-11 11:00:00,8.5,21,-168,0,99,935,910,30
2024-05-11 12:00:00,10,22,163,0,99,933,904,30
2024-05-11 13:00:00,10,22,138,0,96,920,847,35
2024-05-11 14:00:00,10,23,119,0,94,890,741,43
2024-05-11 15:00:00,10,23,105,0,88,840,597,53
2024-05-11 16:00:00,10,23,93,0,78,764,428,63
2024-05-11 17:00:00,8.6,22,82,0,61,638,249,73
2024-05-11 18:00:00,6.4,20,71,0,35,393,84,83
2024-05-11 19:00:00,2.6,17,61,0,0,0,0,92
2024-05-11 20:00:00,0.5,16,49,0,0,0,0,100
2024-05-11 21:00:00,0,15,36,10.8,0,0,0,107
2024-05-11 22:00:00,0,14,22,13.9,0,0,0,112
2024-05-11 23:00:00,0,13,6,16.3,0,0,0,115
2024-05-12 00:00:00,0,12,-9,17.1,0,0,0,114
2024-05-12 01:00:00,0,12,-24,10.2,0,0,0,111
2024-05-12 02:00:00,0,11,-38,26,0,0,0,106
2024-05-12 03:00:00,0,11,-51,19.6,0,0,0,99
2024-05-12 04:00:00,0,10,-63,14,0,0,0,90
2024-05-12 05:00:00,0,11,-73,16.4,66,135,87,81
2024-05-12 06:00:00,0.1,13,-84,0,76,594,269,71
2024-05-12 07:00:00,0.3,16,-95,0,96,716,445,61
2024-05-12 08:00:00,0.7,17,-107,30.1,336,142,425,51
2024-05-12 09:00:00,1.4,19,-122,18,306,407,610,42
2024-05-12 10:00:00,3.9,20,-142,0,111,883,843,34
2024-05-12 11:00:00,3.1,22,-168,0,115,891,889,30
2024-05-12 12:00:00,9.3,23,163,0,113,891,884,30
2024-05-12 13:00:00,10,23,138,0,109,880,829,35
2024-05-12 14:00:00,10,23,119,11.1,230,568,645,43
2024-05-12 15:00:00,10,23,105,2.7,125,729,569,53
2024-05-12 16:00:00,10,22,93,33.5,250,60,278,63
2024-05-12 17:00:00,10,21,82,27.7,147,91,174,73
2024-05-12 18:00:00,1.7,19,71,17.2,54,103,68,83
2024-05-12 19:00:00,0.8,18,60,47.5,0,0,0,92
2024-05-12 20:00:00,0.3,17,49,56.6,0,0,0,100
2024-05-12 21:00:00,0,15,36,59.4,0,0,0,107
2024-05-12 22:00:00,0,15,22,55.7,0,0,0,112
2024-05-12 23:00:00,0,15,6,69.8,0,0,0,114
2024-05-13 00:00:00,0,14,-9,55.7,0,0,0,114
2024-05-13 01:00:00,0,14,-24,42.9,0,0,0,111
2024-05-13 02:00:00,0,14,-38,51.8,0,0,0,106
2024-05-13 03:00:00,0,14,-51,54.5,0,0,0,99
2024-05-13 04:00:00,0,13,-62,42.9,0,0,0,90
2024-05-13 05:00:00,0,13,-73,40.5,62,0,62,81
2024-05-13 06:00:00,0,14,-84,72.5,74,0,74,71
2024-05-13 07:00:00,0.3,15,-95,74.8,112,0,112,61
2024-05-13 08:00:00,0.9,16,-107,72.9,163,0,163,51
2024-05-13 09:00:00,1.4,17,-122,69.2,227,0,227,41
2024-05-13 10:00:00,2.2,18,-142,25.4,422,238,619,34
2024-05-13 11:00:00,1.9,19,-168,21.1,401,334,692,29
2024-05-13 12:00:00,4.4,20,163,35.5,497,79,566,30
2024-05-13 13:00:00,5,21,138,4.7,171,753,789,35
2024-05-13 14:00:00,7.1,21,119,0,97,861,728,43
2024-05-13 15:00:00,10,21,104,16.5,230,429,492,52
2024-05-13 16:00:00,10,21,92,7.8,127,572,392,62
2024-05-13 17:00:00,9.4,20,82,33.7,155,36,165,73
2024-05-13 18:00:00,7.1,19,71,11,48,223,78,82
2024-05-13 19:00:00,1.9,16,60,0,0,0,0,92
2024-05-13 20:00:00,0.8,15,49,0,0,0,0,100
2024-05-13 21:00:00,0,14,36,0,0,0,0,107
2024-05-13 22:00:00,0,13,22,0,0,0,0,112
2024-05-13 23:00:00,0,12,6,11.1,0,0,0,114
2024-05-14 00:00:00,0,12,-9,0,0,0,0,114
2024-05-14 01:00:00,0,11,-24,0,0,0,0,111
2024-05-14 02:00:00,0,11,-38,0,0,0,0,106
2024-05-14 03:00:00,0,10,-51,0,0,0,0,98
2024-05-14 04:00:00,0,10,-62,0,0,0,0,90
2024-05-14 05:00:00,0,10,-73,0,43,436,115,81
2024-05-14 06:00:00,0,12,-83,0,67,651,283,71
2024-05-14 07:00:00,0.3,15,-94,0,82,767,461,60
2024-05-14 08:00:00,0.5,18,-107,0,91,839,625,50
2024-05-14 09:00:00,0.9,20,-122,0,91,890,762,41
