date,dc_power,CloudOpacity,Ghi,ApparentTemperature,AirTemperature,DewPointTemperature,RelativeHumidity,WindSpeed,WindDirection
2020-06-07 22:00:00,0.00,16.5,101,8.27,8.87,7.47,91.00,0.00,185.00
2020-06-07 23:00:00,0.00,13.2,239,8.03,8.74,8.09,95.73,1.68,175.00
2020-06-08 00:00:00,0.00,3.3,379,7.85,8.60,8.31,97.87,1.56,174.00
2020-06-08 01:00:00,0.00,10.6,413,7.16,8.29,8.12,98.67,3.24,174.00
2020-06-08 02:00:00,0.00,0.1,479,6.23,7.29,7.21,99.13,2.04,206.00
2020-06-08 03:00:00,0.00,16.5,370,3.47,5.70,5.70,100.00,6.43,172.20
2020-06-08 04:00:00,0.00,36.2,225,3.09,4.35,4.35,100.00,0.00,172.00
2020-06-08 05:00:00,0.00,32.8,147,1.60,3.29,3.29,100.00,1.20,163.00
2020-06-08 06:00:00,0.00,36.0,46,1.85,3.49,3.49,100.00,1.25,163.00
2020-06-08 07:00:00,0.00,48.7,0,2.15,3.55,3.55,100.00,0.00,163.00
2020-06-08 08:00:00,0.93,2.7,0,1.03,3.38,3.38,100.00,4.75,163.00
2020-06-08 09:00:00,5.26,0.3,0,1.47,4.23,4.32,100.00,7.84,163.00
2020-06-08 10:00:00,9.46,0.0,0,4.15,5.64,5.73,100.00,2.76,163.00
2020-06-08 11:00:00,12.61,0.0,0,7.37,8.17,8.27,100.00,1.92,183.33
2020-06-08 12:00:00,13.84,0.0,0,9.32,10.60,8.47,86.60,5.00,184.00
2020-06-08 13:00:00,13.23,0.0,0,9.03,11.33,5.99,69.73,7.31,244.20
2020-06-08 14:00:00,10.75,0.0,0,9.44,11.89,6.70,70.53,9.11,235.93
2020-06-08 15:00:00,6.86,0.0,0,9.47,11.43,6.51,71.87,5.84,273.47
2020-06-08 16:00:00,3.04,0.0,0,9.41,11.70,6.39,69.93,7.64,243.80
2020-06-08 17:00:00,0.30,0.0,0,8.11,10.42,5.73,72.53,6.87,244.47
2020-06-08 18:00:00,0.00,0.0,0,7.07,9.07,5.73,79.60,5.28,250.93
2020-06-08 19:00:00,0.00,0.0,0,7.07,8.01,5.87,86.33,0.00,208.00
2020-06-08 20:00:00,0.00,0.0,0,6.27,6.99,6.89,99.00,0.00,208.00
2020-06-08 21:00:00,0.00,0.0,9,4.05,5.48,5.48,100.00,2.16,174.00
2020-06-08 22:00:00,0.00,0.0,124,2.99,4.32,4.32,100.00,0.12,156.00
2020-06-08 23:00:00,0.00,0.0,274,2.53,3.87,3.87,100.00,0.00,156.00
2020-06-09 00:00:00,0.00,0.0,394,1.59,3.25,3.25,100.00,0.96,159.67
2020-06-09 01:00:00,0.00,0.0,466,1.03,2.87,2.87,100.00,1.68,159.00
2020-06-09 02:00:00,0.00,0.0,482,0.55,2.37,2.37,100.00,1.20,159.00
2020-06-09 03:00:00,0.00,0.0,441,0.13,1.83,1.83,100.00,0.00,159.00
2020-06-09 04:00:00,0.00,0.0,349,-0.25,1.51,1.51,100.00,0.00,158.33
2020-06-09 05:00:00,0.00,4.5,209,-1.07,0.80,0.80,100.00,0.00,159.00
2020-06-09 06:00:00,0.00,30.8,54,-3.52,0.33,0.33,100.00,9.88,158.00
2020-06-09 07:00:00,0.00,58.5,0,-4.21,-0.40,-0.40,100.00,8.92,158.00
2020-06-09 08:00:00,1.05,68.3,0,-3.19,-0.13,-0.13,100.00,5.55,158.00
2020-06-09 09:00:00,3.58,80.0,0,-1.41,1.51,1.53,100.00,6.07,158.00
2020-06-09 10:00:00,9.21,74.3,0,1.53,4.00,4.09,100.00,6.09,158.00
2020-06-09 11:00:00,12.41,88.5,0,5.93,7.49,7.42,99.33,4.83,158.40
2020-06-09 12:00:00,13.50,86.1,0,8.53,10.71,7.20,78.93,7.88,168.33
2020-06-09 13:00:00,16.10,37.7,0,10.72,13.93,5.67,57.53,11.80,337.87
2020-06-09 14:00:00,5.50,44.4,0,10.44,14.32,5.16,54.07,14.44,318.13
2020-06-09 15:00:00,6.26,51.1,0,10.67,14.29,4.19,50.67,12.04,168.80
2020-06-09 16:00:00,4.25,63.1,0,9.50,12.68,4.62,57.93,10.24,177.33
2020-06-09 17:00:00,0.14,59.0,0,8.90,11.59,4.64,62.27,7.79,50.73
2020-06-09 18:00:00,0.00,53.7,0,8.26,10.45,4.97,68.67,5.36,34.80
2020-06-09 19:00:00,0.00,40.5,0,8.00,9.30,5.66,77.80,1.44,47.27
2020-06-09 20:00:00,0.00,45.3,0,7.41,8.31,6.09,85.80,0.00,29.07
2020-06-09 21:00:00,0.00,37.6,6,5.13,7.05,6.95,99.00,5.99,28.00
2020-06-09 22:00:00,0.00,6.4,115,5.47,6.33,6.33,100.00,0.00,28.00
2020-06-09 23:00:00,0.00,1.7,262,3.96,5.77,5.77,100.00,4.48,28.40
2020-06-10 00:00:00,0.00,0.0,381,4.42,5.44,5.44,100.00,0.00,41.73
2020-06-10 01:00:00,0.00,0.0,450,3.62,4.79,4.79,100.00,0.00,43.00
2020-06-10 02:00:00,0.00,19.0,378,2.71,4.08,4.08,100.00,0.24,43.00
2020-06-10 03:00:00,0.00,0.0,428,2.17,3.87,3.87,100.00,1.80,43.00
2020-06-10 04:00:00,0.00,0.0,339,1.89,3.31,3.31,100.00,0.00,43.00
2020-06-10 05:00:00,0.00,0.0,209,1.60,3.10,3.10,100.00,0.00,43.00
2020-06-10 06:00:00,0.00,0.0,65,0.28,2.79,2.79,100.00,5.09,50.07
2020-06-10 07:00:00,0.00,0.0,0,1.53,3.03,3.03,100.00,0.00,42.00
2020-06-10 08:00:00,0.79,0.0,0,0.26,3.53,3.53,100.00,9.52,83.27
2020-06-10 09:00:00,1.92,0.0,0,4.06,5.36,5.36,100.00,1.23,82.93
2020-06-10 10:00:00,6.16,0.0,0,7.49,8.14,8.14,100.00,1.08,87.87
2020-06-10 11:00:00,5.30,0.0,0,11.44,11.75,9.67,87.07,1.08,104.00
2020-06-10 12:00:00,9.87,21.6,0,13.59,15.87,8.97,63.53,10.60,170.33
2020-06-10 13:00:00,0.00,1.3,0,12.98,15.83,8.43,61.40,12.76,79.87
2020-06-10 14:00:00,5.48,0.0,0,13.92,16.43,8.39,59.00,11.17,107.40
2020-06-10 15:00:00,4.29,0.0,0,14.09,16.48,8.11,57.73,9.88,136.47
2020-06-10 16:00:00,4.16,0.0,0,14.15,15.63,8.69,63.27,5.85,33.47
2020-06-10 17:00:00,0.19,9.2,0,12.50,13.99,8.53,69.67,5.99,53.07
2020-06-10 18:00:00,0.00,27.4,0,11.53,12.23,9.10,81.33,2.64,14.87
2020-06-10 19:00:00,0.00,40.6,0,10.35,10.47,9.39,93.07,0.00,32.20
2020-06-10 20:00:00,0.00,46.4,0,8.31,8.65,8.58,99.33,0.00,32.00
2020-06-10 21:00:00,0.00,48.1,4,7.12,8.03,8.03,100.00,2.28,358.00
2020-06-10 22:00:00,0.00,32.6,77,5.63,7.09,7.09,100.00,4.23,31.93
2020-06-10 23:00:00,0.00,6.0,249,6.13,6.85,6.85,100.00,0.00,41.00
2020-06-11 00:00:00,0.00,5.2,360,4.85,5.84,5.84,100.00,0.12,34.60
2020-06-11 01:00:00,0.00,0.0,451,3.39,4.59,4.59,100.00,0.00,32.80
2020-06-11 02:00:00,0.00,0.1,467,2.47,3.83,3.83,100.00,0.00,32.00
2020-06-11 03:00:00,0.00,0.0,428,2.09,3.49,3.49,100.00,0.00,32.00
2020-06-11 04:00:00,0.00,0.0,338,0.51,2.50,2.50,100.00,2.04,32.00
2020-06-11 05:00:00,0.00,8.4,192,0.17,2.53,2.53,100.00,3.76,58.00
2020-06-11 06:00:00,0.00,0.3,63,-0.19,2.41,2.41,100.00,4.96,69.00
2020-06-11 07:00:00,0.00,0.1,0,0.48,2.21,2.27,100.00,0.24,69.00
2020-06-11 08:00:00,0.95,5.9,0,0.44,2.13,2.13,100.00,0.12,77.00
2020-06-11 09:00:00,2.89,16.3,0,1.53,3.29,3.38,100.00,1.56,77.00
2020-06-11 10:00:00,11.95,58.9,0,3.43,5.27,5.37,100.00,4.05,76.00
2020-06-11 11:00:00,10.12,70.5,0,9.45,10.33,10.19,99.33,5.17,96.13
2020-06-11 12:00:00,14.70,82.2,0,12.43,13.35,9.64,78.27,4.37,67.60
2020-06-11 13:00:00,8.88,63.9,0,13.65,14.84,7.17,60.13,2.64,87.53
2020-06-11 14:00:00,7.76,62.8,0,12.44,14.41,6.06,57.13,5.48,119.40
2020-06-11 15:00:00,8.56,34.1,0,13.36,15.28,5.93,53.67,5.21,83.00
2020-06-11 16:00:00,3.80,0.0,0,13.58,14.53,6.83,59.87,1.08,83.00
2020-06-11 17:00:00,0.32,0.0,0,10.91,12.17,7.09,71.20,3.15,140.27
2020-06-11 18:00:00,0.00,4.5,0,10.05,11.19,5.06,65.87,0.00,135.00
2020-06-11 19:00:00,0.00,15.8,0,8.35,10.02,5.31,72.47,3.24,135.00
2020-06-11 20:00:00,0.00,0.4,0,7.44,7.94,7.84,99.00,0.00,152.00
2020-06-11 21:00:00,0.00,0.0,8,6.29,7.30,7.20,99.00,1.73,152.00
2020-06-11 22:00:00,0.00,2.7,114,6.25,6.99,6.99,100.00,0.24,152.00
2020-06-11 23:00:00,0.00,0.0,262,5.66,6.46,6.46,100.00,0.00,123.20
2020-06-12 00:00:00,0.00,0.0,381,4.60,5.97,5.97,100.00,2.28,124.80
2020-06-12 01:00:00,0.00,0.0,455,4.67,5.67,5.67,100.00,0.00,36.00
2020-06-12 02:00:00,0.00,0.0,474,3.81,5.04,5.04,100.00,0.60,36.00
2020-06-12 03:00:00,0.00,0.0,437,2.59,4.03,4.03,100.00,0.72,36.00
2020-06-12 04:00:00,0.00,0.0,346,2.25,3.65,3.65,100.00,0.00,36.00
2020-06-12 05:00:00,0.00,0.0,214,1.31,2.99,2.99,100.00,0.96,36.00
2020-06-12 06:00:00,0.00,0.0,66,-0.09,2.27,2.27,100.00,3.96,56.00
2020-06-12 07:00:00,0.00,1.7,0,-0.19,1.63,1.63,100.00,0.48,56.00
2020-06-12 08:00:00,0.97,36.0,0,0.03,1.73,1.73,100.00,0.00,61.00
2020-06-12 09:00:00,5.17,37.7,0,0.79,3.51,3.61,100.00,6.87,61.00
2020-06-12 10:00:00,8.21,37.1,0,4.45,6.51,6.51,100.00,6.28,79.73
2020-06-12 11:00:00,12.41,25.2,0,8.91,10.33,8.63,89.20,5.84,108.73
2020-06-12 12:00:00,13.35,11.7,0,11.90,14.40,7.45,63.00,9.88,170.60
2020-06-12 13:00:00,12.82,31.8,0,11.35,14.98,5.41,52.73,13.00,105.47
2020-06-12 14:00:00,10.28,53.0,0,11.40,15.13,5.06,51.00,13.72,167.00
2020-06-12 15:00:00,6.30,83.1,0,10.92,14.82,5.44,53.33,14.92,169.27
2020-06-12 16:00:00,2.82,41.4,0,11.26,14.07,6.54,60.53,10.00,106.00
2020-06-12 17:00:00,0.26,25.8,0,11.01,12.14,6.93,70.47,2.40,47.73
2020-06-12 18:00:00,0.00,0.0,0,10.29,10.83,7.73,81.00,0.12,37.93
2020-06-12 19:00:00,0.00,1.8,0,9.19,9.59,8.29,91.53,0.00,29.60
2020-06-12 20:00:00,0.00,47.5,0,8.14,8.81,8.57,98.33,1.92,30.27
2020-06-12 21:00:00,0.00,35.4,6,8.26,8.89,8.31,96.07,0.84,82.13
2020-06-12 22:00:00,0.00,44.2,54,8.18,9.91,8.24,89.33,6.91,73.80
2020-06-12 23:00:00,0.00,63.4,93,8.99,10.70,7.92,82.93,6.31,70.13
2020-06-13 00:00:00,0.00,68.1,118,8.70,10.75,8.67,87.00,9.25,67.20
2020-06-13 01:00:00,0.00,80.1,89,9.33,11.51,8.69,82.93,9.76,71.53
2020-06-13 02:00:00,0.00,80.5,90,10.05,12.75,8.94,77.47,12.76,61.53
2020-06-13 03:00:00,0.00,71.2,123,10.11,12.73,8.88,77.27,12.04,52.13
2020-06-13 04:00:00,0.00,78.3,74,10.10,12.57,8.59,76.60,11.08,73.13
2020-06-13 05:00:00,0.00,36.6,122,9.88,11.91,8.67,80.60,8.77,67.67
2020-06-13 06:00:00,0.00,42.9,38,10.12,12.37,8.68,78.07,10.12,54.73
2020-06-13 07:00:00,0.00,40.9,0,10.34,12.67,8.64,76.33,10.24,60.40
2020-06-13 08:00:00,0.91,80.4,0,10.05,13.01,8.71,75.00,13.72,44.33
2020-06-13 09:00:00,2.75,84.1,0,11.25,13.31,8.92,74.53,9.16,56.93
2020-06-13 10:00:00,5.06,78.8,0,11.59,13.57,9.47,76.00,9.61,54.40
2020-06-13 11:00:00,4.17,72.4,0,11.86,14.09,10.09,77.00,12.04,67.47
2020-06-13 12:00:00,6.47,86.3,0,13.17,14.20,10.00,76.00,5.71,92.33
2020-06-13 13:00:00,7.43,80.5,0,13.35,14.07,10.30,78.13,4.37,89.20
2020-06-13 14:00:00,5.20,77.8,0,12.99,15.64,8.69,63.33,12.40,56.67
2020-06-13 15:00:00,3.25,82.9,0,13.56,15.49,9.21,66.07,9.01,74.33
2020-06-13 16:00:00,1.51,64.0,0,12.52,15.59,8.69,63.47,14.10,55.73
2020-06-13 17:00:00,0.31,55.6,0,13.02,15.35,8.77,64.80,10.81,61.27
2020-06-13 18:00:00,0.00,64.7,0,12.59,15.16,8.65,65.00,11.80,74.27
2020-06-13 19:00:00,0.00,77.6,0,12.18,14.87,8.44,65.40,11.80,85.93
2020-06-13 20:00:00,0.00,74.9,0,12.65,15.02,8.94,67.07,11.08,64.73
2020-06-13 21:00:00,0.00,42.8,7,13.26,14.81,9.09,68.40,6.99,73.73
2020-06-13 22:00:00,0.00,0.0,111,13.31,14.60,9.65,72.27,6.40,80.73
2020-06-13 23:00:00,0.00,0.0,256,12.05,13.21,13.01,99.00,10.81,178.00
2020-06-14 00:00:00,0.00,0.0,373,11.41,13.01,12.57,97.27,12.16,80.67
2020-06-14 01:00:00,0.00,0.0,442,11.59,12.61,12.41,99.00,9.13,151.60
2020-06-14 02:00:00,0.00,8.7,416,10.65,12.31,11.99,98.20,11.92,323.53
2020-06-14 03:00:00,0.00,15.2,349,10.33,12.09,11.89,99.00,12.16,343.40
2020-06-14 04:00:00,0.00,27.2,239,9.28,11.11,11.11,100.00,10.96,275.20
2020-06-14 05:00:00,0.00,54.5,94,8.78,10.35,10.35,100.00,8.65,299.53
2020-06-14 06:00:00,0.00,64.4,19,8.62,10.11,10.21,100.00,7.95,319.13
2020-06-14 07:00:00,0.00,65.4,0,7.47,9.81,9.81,100.00,12.04,331.33
2020-06-14 08:00:00,0.19,75.3,0,6.70,9.24,9.14,99.00,12.04,333.67
2020-06-14 09:00:00,2.39,45.7,0,7.76,10.58,7.79,82.87,12.04,343.80
2020-06-14 10:00:00,7.28,23.1,0,8.91,12.09,7.61,74.13,13.48,300.33
2020-06-14 11:00:00,9.93,19.4,0,9.70,13.40,7.02,65.27,15.44,336.33
2020-06-14 12:00:00,8.98,22.1,0,9.15,13.80,6.34,60.73,19.74,277.07
2020-06-14 13:00:00,4.36,7.1,0,9.05,13.83,6.37,60.67,20.02,302.00
2020-06-14 14:00:00,13.91,9.8,0,9.70,14.61,7.22,61.13,22.04,337.47
2020-06-14 15:00:00,3.68,34.1,0,10.08,13.72,7.55,66.27,15.92,123.47
2020-06-14 16:00:00,1.91,31.8,0,10.22,12.82,8.79,76.33,11.70,83.73
2020-06-14 17:00:00,0.24,32.5,0,9.69,12.82,9.19,78.40,15.42,56.00
2020-06-14 18:00:00,0.00,34.5,0,8.48,13.15,9.27,77.27,23.06,33.00
2020-06-14 19:00:00,0.00,1.2,0,8.28,13.40,9.01,74.53,25.38,214.67
2020-06-14 20:00:00,0.00,10.6,0,7.99,13.14,9.27,77.13,25.88,304.80
2020-06-14 21:00:00,0.00,11.1,6,8.11,12.80,9.72,81.60,24.16,75.67
2020-06-14 22:00:00,0.00,14.5,88,8.72,13.03,9.90,81.33,22.38,146.40
2020-06-14 23:00:00,0.00,26.6,180,9.48,12.25,10.38,88.27,15.42,16.20
2020-06-15 00:00:00,0.00,13.3,311,10.09,12.15,10.81,91.60,11.89,30.33
2020-06-15 01:00:00,0.00,4.0,411,9.76,12.54,11.15,91.07,15.90,60.13
2020-06-15 02:00:00,0.00,13.7,387,10.19,13.07,11.20,88.33,16.78,123.27
2020-06-15 03:00:00,0.00,23.5,318,10.33,12.89,11.65,92.27,16.06,53.53
2020-06-15 04:00:00,0.00,16.5,272,10.54,13.28,11.65,89.87,16.40,191.13
2020-06-15 05:00:00,0.00,8.9,182,10.27,12.71,11.97,95.07,15.54,101.07
2020-06-15 06:00:00,0.00,0.0,61,10.61,12.89,11.68,92.40,14.32,145.47
2020-06-15 07:00:00,0.00,2.2,0,10.37,13.41,11.62,88.93,18.28,235.60
2020-06-15 08:00:00,0.00,26.6,0,11.10,13.41,11.53,88.27,14.44,131.27
2020-06-15 09:00:00,1.25,35.6,0,11.80,14.27,12.09,86.73,16.26,100.60
2020-06-15 10:00:00,1.55,17.1,0,12.07,15.55,11.49,76.73,20.42,342.07
2020-06-15 11:00:00,4.57,16.1,0,12.45,16.24,11.25,72.27,21.98,336.47
2020-06-15 12:00:00,4.87,0.0,0,12.59,16.51,10.33,66.80,21.02,324.00
2020-06-15 13:00:00,1.44,0.2,0,12.35,16.74,10.50,66.67,24.06,340.67
2020-06-15 14:00:00,1.43,26.4,0,12.94,16.02,10.83,71.33,17.38,342.40
2020-06-15 15:00:00,1.03,65.2,0,13.20,16.26,10.71,69.73,17.42,318.20
2020-06-15 16:00:00,0.59,50.4,0,12.67,16.01,10.48,69.87,18.62,278.53
2020-06-15 17:00:00,0.00,54.4,0,11.97,14.83,10.83,77.00,15.94,341.87
2020-06-15 18:00:00,0.00,58.5,0,12.04,14.33,10.25,76.60,12.52,190.73
2020-06-15 19:00:00,0.00,55.3,0,11.35,14.11,10.44,78.67,15.18,13.00
2020-06-15 20:00:00,0.00,40.2,0,11.61,14.47,10.44,76.87,15.66,124.87
2020-06-15 21:00:00,0.00,56.9,3,10.78,13.76,10.23,79.33,16.26,16.27
2020-06-15 22:00:00,0.00,24.4,87,9.63,13.75,9.86,77.53,21.42,99.60
2020-06-15 23:00:00,0.00,1.6,248,10.22,13.73,9.99,78.33,18.16,35.47
2020-06-16 00:00:00,0.00,11.2,327,10.77,13.59,10.53,81.73,15.08,259.60
2020-06-16 01:00:00,0.00,40.8,258,10.62,13.11,11.01,87.00,14.32,122.60
2020-06-16 02:00:00,0.00,55.0,205,10.04,13.08,11.44,89.80,18.12,7.53
2020-06-16 03:00:00,0.00,38.0,259,10.95,12.67,11.95,95.20,11.56,20.00
2020-06-16 04:00:00,0.00,11.1,294,11.19,13.02,11.45,90.13,12.04,15.27
2020-06-16 05:00:00,0.00,55.9,89,10.93,13.28,11.06,86.40,13.84,237.13
2020-06-16 06:00:00,0.00,43.2,28,10.81,13.37,11.63,89.33,15.64,144.33
2020-06-16 07:00:00,0.00,3.8,0,10.81,13.41,11.63,89.07,16.14,258.60
2020-06-16 08:00:00,0.31,37.2,0,10.97,13.43,11.59,88.67,15.16,213.40
2020-06-16 09:00:00,1.28,28.6,0,10.90,14.08,10.16,77.40,16.84,341.60
2020-06-16 10:00:00,3.97,20.3,0,11.72,14.94,10.83,76.47,18.38,306.60
2020-06-16 11:00:00,2.74,30.9,0,12.27,15.61,11.01,74.00,18.66,123.00
2020-06-16 12:00:00,9.04,25.0,0,13.23,15.62,11.25,75.13,14.58,190.07
2020-06-16 13:00:00,4.52,31.2,0,14.06,16.46,10.92,69.80,13.98,330.40
2020-06-16 14:00:00,9.91,32.9,0,15.59,16.28,14.62,89.93,11.32,284.33
2020-06-16 15:00:00,2.45,16.7,0,14.32,16.01,11.32,73.60,10.60,291.20
2020-06-16 16:00:00,1.28,19.8,0,13.41,15.73,10.67,71.87,13.12,335.07
2020-06-16 17:00:00,0.00,30.7,0,11.18,14.41,9.52,72.53,16.08,289.00
2020-06-16 18:00:00,0.00,30.7,0,11.84,13.65,9.31,74.87,8.36,318.27
2020-06-16 19:00:00,0.00,29.2,0,11.24,14.25,9.21,71.80,14.56,289.27
2020-06-16 20:00:00,0.00,32.6,0,10.28,12.68,10.29,85.33,13.26,268.87
2020-06-16 21:00:00,0.00,15.8,6,10.31,12.34,10.59,89.07,11.44,270.73
2020-06-16 22:00:00,0.00,41.6,60,10.25,12.13,10.43,89.47,10.72,266.13
2020-06-16 23:00:00,0.00,22.2,196,9.15,11.15,10.41,95.27,11.20,213.67
2020-06-17 00:00:00,0.00,0.6,364,10.83,10.63,10.43,99.00,0.00,230.20
2020-06-17 01:00:00,0.00,20.6,348,10.70,10.50,10.50,100.00,0.00,209.00
2020-06-17 02:00:00,0.00,6.9,426,10.07,10.03,10.03,100.00,0.00,209.13
2020-06-17 03:00:00,0.00,0.0,424,9.13,9.49,9.49,100.00,1.32,168.60
2020-06-17 04:00:00,0.00,2.7,328,9.40,9.50,9.59,100.00,0.00,128.00
2020-06-17 05:00:00,0.00,22.9,159,9.06,9.31,9.40,100.00,0.75,143.87
2020-06-17 06:00:00,0.00,18.5,56,9.27,9.37,9.47,100.00,0.00,192.00
2020-06-17 07:00:00,0.00,6.3,0,9.03,9.25,9.34,100.00,0.24,192.00
2020-06-17 08:00:00,0.32,7.1,0,9.27,9.37,9.46,100.00,0.00,192.00
2020-06-17 09:00:00,2.46,0.0,0,9.55,9.91,10.01,100.00,2.16,138.80
2020-06-17 10:00:00,9.21,0.0,0,10.31,11.33,10.87,97.20,6.84,110.40
2020-06-17 11:00:00,4.73,0.0,0,10.35,12.47,5.92,64.33,6.31,140.47
2020-06-17 12:00:00,7.49,0.0,0,10.02,13.07,3.28,51.40,8.24,160.20
2020-06-17 13:00:00,6.25,0.0,0,10.08,13.41,3.52,51.13,10.24,213.73
2020-06-17 14:00:00,10.85,0.0,0,11.33,13.94,3.53,49.40,5.83,164.93
2020-06-17 15:00:00,6.51,0.0,0,10.87,12.96,3.50,52.60,3.17,159.40
2020-06-17 16:00:00,2.93,0.0,0,10.45,12.19,3.76,56.27,1.80,167.20
2020-06-17 17:00:00,0.21,7.8,0,7.53,10.55,4.26,65.07,9.16,236.93
2020-06-17 18:00:00,0.00,7.4,0,7.43,9.94,5.15,72.07,7.16,247.27
2020-06-17 19:00:00,0.00,21.4,0,7.39,9.23,5.83,79.07,4.44,232.47
2020-06-17 20:00:00,0.00,0.0,0,7.37,8.35,6.00,85.13,0.36,224.00
2020-06-17 21:00:00,0.00,0.0,6,5.17,6.61,6.51,99.00,3.24,254.40
2020-06-17 22:00:00,0.00,0.0,109,4.11,5.96,5.86,99.00,4.44,40.67
2020-06-17 23:00:00,0.00,0.0,252,4.01,5.13,5.13,100.00,0.00,25.20
2020-06-18 00:00:00,0.00,0.0,368,3.37,4.59,4.59,100.00,0.24,13.80
2020-06-18 01:00:00,0.00,0.0,439,2.58,3.90,3.90,100.00,0.00,13.00
2020-06-18 02:00:00,0.00,0.0,458,2.01,3.53,3.53,100.00,0.60,15.00
2020-06-18 03:00:00,0.00,0.0,423,1.21,2.84,2.84,100.00,0.60,15.00
2020-06-18 04:00:00,0.00,2.5,328,0.92,2.52,2.52,100.00,0.00,15.00
2020-06-18 05:00:00,0.00,5.5,197,0.37,2.25,2.25,100.00,1.32,15.00
2020-06-18 06:00:00,0.00,8.5,61,-0.52,1.71,1.71,100.00,2.64,15.00
2020-06-18 07:00:00,0.00,30.8,0,-0.25,1.79,1.79,100.00,1.61,15.00
2020-06-18 08:00:00,0.44,37.0,0,-1.17,1.91,1.91,100.00,7.37,15.00
2020-06-18 09:00:00,6.26,2.6,0,2.07,4.04,4.04,100.00,3.39,15.80
2020-06-18 10:00:00,9.56,0.0,0,6.84,7.61,7.52,99.13,0.96,14.40
2020-06-18 11:00:00,12.05,0.1,0,10.84,10.90,9.82,92.93,0.24,23.93
2020-06-18 12:00:00,12.60,7.1,0,14.20,15.87,9.38,65.33,8.00,60.60
2020-06-18 13:00:00,11.96,38.7,0,14.33,16.29,8.90,61.60,8.89,120.93
2020-06-18 14:00:00,10.97,16.6,0,14.72,16.55,9.00,60.93,8.45,64.00
2020-06-18 15:00:00,6.17,3.2,0,14.36,16.20,9.33,63.73,8.77,76.27
2020-06-18 16:00:00,2.77,0.0,0,14.28,15.63,9.40,66.33,6.16,84.20
2020-06-18 17:00:00,0.26,2.1,0,12.97,14.33,9.15,71.13,6.01,62.20
2020-06-18 18:00:00,0.00,38.8,0,12.03,13.43,9.36,76.13,6.67,87.00
2020-06-18 19:00:00,0.00,36.6,0,11.44,12.09,9.63,84.80,2.88,92.53
2020-06-18 20:00:00,0.00,22.8,0,10.23,11.79,9.53,86.13,7.67,66.60
2020-06-18 21:00:00,0.00,27.1,6,10.09,11.74,8.55,80.60,6.60,62.87
2020-06-18 22:00:00,0.00,3.3,103,10.37,12.06,8.17,77.07,6.55,61.73
2020-06-18 23:00:00,0.00,1.8,248,10.18,13.12,8.15,71.67,12.88,61.33
2020-06-19 00:00:00,0.00,0.0,367,10.67,13.03,8.13,72.00,9.88,85.13
2020-06-19 01:00:00,0.00,0.0,438,10.71,13.45,8.41,71.40,12.28,78.87
2020-06-19 02:00:00,0.00,0.0,456,10.37,12.57,8.43,75.80,9.40,82.20
2020-06-19 03:00:00,0.00,0.0,420,10.93,13.49,8.90,73.53,11.92,73.33
2020-06-19 04:00:00,0.00,4.4,319,11.35,13.27,8.96,74.93,8.63,76.13
2020-06-19 05:00:00,0.00,34.1,133,12.01,13.86,9.27,73.87,8.92,72.27
2020-06-19 06:00:00,0.00,56.1,33,11.74,13.01,9.49,79.40,5.89,79.60
2020-06-19 07:00:00,0.00,75.9,0,12.36,12.99,9.55,79.73,3.11,107.53
2020-06-19 08:00:00,0.40,81.5,0,11.87,13.33,9.15,75.60,6.57,74.60
2020-06-19 09:00:00,2.43,59.6,0,12.49,13.66,9.86,78.00,6.04,158.13
2020-06-19 10:00:00,2.61,0.3,0,14.69,15.54,9.95,69.40,4.67,68.93
2020-06-19 11:00:00,4.43,0.0,0,15.95,17.21,10.16,63.27,7.03,59.13
2020-06-19 12:00:00,6.82,11.3,0,13.25,17.49,9.37,58.87,21.60,37.87
2020-06-19 13:00:00,4.43,44.3,0,13.49,17.69,9.56,58.93,21.46,59.20
2020-06-19 14:00:00,2.71,69.9,0,15.16,18.32,9.39,56.00,15.92,50.60
2020-06-19 15:00:00,1.94,69.2,0,15.47,17.69,8.75,55.80,9.76,90.73
2020-06-19 16:00:00,1.07,55.3,0,14.15,16.15,9.47,64.60,9.61,101.13
2020-06-19 17:00:00,0.15,68.7,0,14.22,15.62,9.51,66.93,6.67,97.67
2020-06-19 18:00:00,0.00,58.6,0,13.03,15.29,9.37,67.93,11.20,109.27
2020-06-19 19:00:00,0.00,45.7,0,12.57,15.31,9.35,67.67,13.60,88.47
2020-06-19 20:00:00,0.00,39.4,0,13.31,14.49,9.56,72.33,5.99,70.13
2020-06-19 21:00:00,0.00,23.3,4,12.36,13.56,10.05,79.47,6.43,98.33
2020-06-19 22:00:00,0.00,4.4,103,11.47,14.22,10.75,79.67,15.52,103.87
2020-06-19 23:00:00,0.00,0.8,246,12.43,14.68,10.92,78.20,13.02,96.60
2020-06-20 00:00:00,0.00,9.4,328,13.23,14.88,11.03,77.73,10.00,79.27
2020-06-20 01:00:00,0.00,26.5,321,13.36,15.35,10.75,74.00,11.68,70.53
2020-06-20 02:00:00,0.00,3.1,443,13.51,15.32,11.05,75.67,11.20,71.20
2020-06-20 03:00:00,0.00,8.7,384,13.61,15.04,11.57,79.67,9.76,77.60
2020-06-20 04:00:00,0.00,8.4,305,11.70,13.64,13.61,99.87,15.78,21.47
2020-06-20 05:00:00,0.00,11.4,179,11.61,13.17,13.03,99.33,13.00,22.20
